ROWID,HCS_POS_POSITION,HCS_POS_GRADE_SUB,POS_CAT_DESCR,POS_CAT,LOCATION,DESCR,DEPTID,Department, PAYGROUP ,POSITION_NBR, BUILDING ,HIRE_DT,TERMINATION_DT,YOS,BIRTHDATE,AGE,HCS_POS_TYPE,REASON_LEAVE,ACTION_REASON,GRADE,STEP,ANNUAL_RT,DAILY_RT,EMPL_STATUS
12076,TECHNICIAN,I,Support Staff,8,100,District Office,8800,Technology - IS,240,1561,80,2/13/1995,12/31/2010,15,6/14/1947,77,0,Retire,3,22,28,44712,186.3,0
12077,TECHNICIAN,IV,Non-Teaching Prof,7,100,District Office,8800,Technology - IS,246,6384,80,7/5/2005,4/25/2024,19,9/18/1985,39,1,Active,1,118,14,71320.32,289.92,1
12078,TECHNICIAN,I,Support Staff,8,100,District Office,8800,Technology - IS,240,1562,80,6/12/2006,1/5/2007,1,3/2/1984,40,0,Unknown,4,22,3,26262,109.425,0
12079,TECHNICIAN,IV,Non-Teaching Prof,7,100,District Office,8800,Technology - IS,246,6387,80,11/13/2006,4/25/2024,18,1/24/1972,52,1,Active,1,118,26,90154.08,366.48,1
12080,TECHNICIAN,III,Non-Teaching Prof,7,100,District Office,8800,Technology - IS,246,4424,80,1/17/2007,12/29/2017,10,6/16/1983,41,1,Unknown,4,27,10,55208.172,224.4234634,0
12081,TECHNICIAN,IV,Non-Teaching Prof,7,100,District Office,8800,Technology - IS,246,2696,80,1/14/2008,10/12/2012,4,1/12/1967,57,1,Unknown,4,204,15,66801.68,271.5515447,0
12082,TECHNICIAN,IV,Non-Teaching Prof,7,100,District Office,8800,Technology - IS,246,6387,80,8/18/2008,4/25/2024,16,9/18/1980,44,1,Active,1,118,21,81770.4,332.4,1
12083,TECHNICIAN,I,Support Staff,8,100,District Office,8800,Technology - IS,240,4050,80,4/6/2010,5/31/2011,1,8/11/1983,41,0,Leaving Profession,5,22,8,31014,129.225,0
12084,TECHNICIAN,I,Support Staff,8,100,District Office,8800,Technology - IS,240,4050,80,8/15/2011,6/17/2018,7,2/11/1959,65,0,Family Reasons ,7,22,28,46983.24,195.7635,0
12085,TECHNICIAN,I,Support Staff,8,100,District Office,8800,Technology - IS,240,6382,80,10/19/2012,4/25/2024,12,11/25/1986,38,0,Active,1,110,9,44604,185.85,1
12086,TECHNICIAN,I,Support Staff,8,100,District Office,8800,Technology - IS,240,6382,80,7/10/2014,4/25/2024,10,6/12/1970,54,0,Active,1,110,17,51246,213.525,1
12087,TECHNICIAN,III,Non-Teaching Prof,7,100,District Office,8800,Technology - IS,246,1151,80,5/1/2015,4/25/2024,9,11/10/1960,64,1,Active,1,115,14,61598.4,250.4,1
12088,TECHNICIAN,III,Non-Teaching Prof,7,100,District Office,8800,Technology - IS,246,1151,80,8/5/2015,4/25/2024,9,1/1/1984,40,1,Active,1,115,8,54769.44,222.64,1
12089,TECHNICIAN,I,Support Staff,8,100,District Office,8800,Technology - IS,240,6382,80,8/17/2017,4/25/2024,7,2/8/1958,66,0,Active,1,110,16,50364,209.85,1
12090,TECHNICIAN,I,Support Staff,8,100,District Office,8800,Technology - IS,240,6382,80,5/11/2018,4/25/2024,6,3/8/1963,61,0,Active,1,110,16,50364,209.85,1
12091,TECHNICIAN,III,Non-Teaching Prof,7,100,District Office,8800,Technology - IS,246,1151,80,11/19/2018,4/25/2024,6,9/4/1967,57,1,Active,1,115,28,80983.2,329.2,1
12092,TECHNICIAN,III,Non-Teaching Prof,7,100,District Office,8800,Technology - IS,246,6481,80,8/29/2022,4/25/2024,2,4/5/1985,39,1,Active,1,115,9,55851.84,227.04,1
12093,TECHNICIAN,III,Non-Teaching Prof,7,100,District Office,8800,Technology - IS,246,6481,80,10/31/2022,4/25/2024,2,7/26/1991,33,1,Active,1,115,10,56953.92,231.52,1
12094,TECHNICIAN,I,Support Staff,8,100,District Office,8800,Technology - IS,240,4050,80,2/6/2023,4/25/2024,1,6/10/1976,48,0,Active,1,110,20,54018,225.075,1
12095,TECHNICIAN,IV,Non-Teaching Prof,7,100,District Office,8800,Technology - IS,246,6520,80,8/8/2023,4/25/2024,1,2/17/1965,59,1,Active,1,118,28,93755.52,381.12,1
12096,TECHNICIAN,III,Non-Teaching Prof,7,100,District Office,8800,Technology - IS,246,6519,80,2/1/2024,4/25/2024,0,8/22/1969,55,1,Active,1,115,28,80983.2,329.2,1
12097,CLERK,VI,Support Staff,8,100,District Office,8810,Technology - Inhouse Repair,240,2783,80,1/29/2001,4/25/2024,23,1/24/1968,56,0,Active,1,107,30,58328.476,243.0353167,1
12098,TECHNICIAN,III,Non-Teaching Prof,7,100,District Office,8810,Technology - Inhouse Repair,246,1149,80,2/2/2005,4/25/2024,19,3/19/1950,74,1,Retire,3,27,29,80228.352,326.1315122,0
12099,TECHNICIAN,III,Non-Teaching Prof,7,100,District Office,8810,Technology - Inhouse Repair,246,1149,80,2/2/2005,12/31/2015,10,8/14/1949,75,1,Retire,3,27,28,78655.247,319.7367764,0
12100,TECHNICIAN,III,Non-Teaching Prof,7,100,District Office,8810,Technology - Inhouse Repair,246,1149,80,7/2/2007,4/25/2024,17,2/21/1992,32,1,Active,1,115,13,60417.6,245.6,1
12101,TECHNICIAN,III,Non-Teaching Prof,7,100,District Office,8810,Technology - Inhouse Repair,246,1149,80,8/14/2007,4/25/2024,17,4/1/1968,56,1,Active,1,115,22,72028.8,292.8,1
12102,TECHNICIAN,III,Non-Teaching Prof,7,100,District Office,8810,Technology - Inhouse Repair,246,1149,80,1/29/2016,1/3/2021,5,7/23/1965,59,1,Unknown,4,27,12,57421.788,233.4219024,0
12103,AIDE,SPECED,Support Staff,8,100,District Office,4650,Temp HCM Department,185,4067,80,9/1/2004,6/30/2011,7,3/29/1977,47,0,Health Issues ,10,17,5,17440.875,94.275,0
12104,AIDE,CHILDDEV,Support Staff,8,73,Myrtle Beach Primary,4650,Temp HCM Department,185,4269,30,11/11/1985,4/14/2011,26,7/11/1952,72,0,Unknown,4,17,28,22675.45,122.57,0
12105,AIDE,TMD,Support Staff,8,100,District Office,4650,Temp HCM Department,185,3979,80,4/30/2001,10/31/2010,9,3/6/1959,65,0,Death,2,17,24,22935.375,123.975,0
12106,AIDE,TMD,Support Staff,8,13,Whittemore Park Middle,4650,Temp HCM Department,185,3979,20,11/3/2004,12/8/2020,16,3/22/1956,68,0,Retire,3,17,23,23629.125,127.725,0
12107,AIDE,ONEONONE,Support Staff,8,100,District Office,4650,Temp HCM Department,185,3580,80,8/30/2004,8/23/2007,3,12/27/1975,49,0,Dismissal,11,18,5,16402.219,88.66064324,0
12108,AIDE,INTERVENT,Support Staff,8,100,District Office,4650,Temp HCM Department,185,4136,80,9/24/2004,7/20/2014,10,10/14/1968,56,0,Another Position in Education ,6,18,8,19771.875,106.875,0
12109,AIDE,MEDIA,Non-Teaching Prof,7,39,Pee Dee Elementary,4650,Temp HCM Department,185,4416,30,9/17/2003,11/11/2011,8,4/21/1956,68,1,Retire,3,17,12,18453.75,99.75,0
12110,AIDE,INSTR,Support Staff,8,100,District Office,4650,Temp HCM Department,185,4264,80,8/27/2003,9/6/2011,8,3/20/1973,51,0,Retire,3,17,5,16679.6,90.16,0
12111,AIDE,TMD,Support Staff,8,27,Loris Middle,4650,Temp HCM Department,185,3979,20,8/17/2000,3/20/2024,24,2/16/1965,59,0,Dismissal,11,104,16,27958.125,151.125,0
12112,AIDE,CROSSCAT,Support Staff,8,100,District Office,4650,Temp HCM Department,180,3220,80,8/15/2001,10/5/2009,8,2/24/1964,60,0,Dismissal,11,17,8,24593.85,136.6325,0
12113,AIDE,MEDIA,Non-Teaching Prof,7,51,Forestbrook Middle,4650,Temp HCM Department,185,4416,20,9/17/2002,9/7/2023,21,12/18/1971,53,1,Unknown,4,103,14,24061.1,130.06,0
12114,AIDE,ISS,Support Staff,8,100,District Office,4650,Temp HCM Department,180,4108,80,11/5/1990,9/27/2010,20,9/1/1952,72,0,Retire,3,17,28,22062.6,122.57,0
12115,AIDE,ABATHERPST,Support Staff,8,100,District Office,4650,Temp HCM Department,185,5216,80,8/23/2005,5/4/2016,11,11/7/1981,43,0,Dismissal,11,18,12,21117.75,114.15,0
12116,AIDE,SPECED,Support Staff,8,21,Daisy Elementary,4650,Temp HCM Department,185,4095,30,10/15/2006,6/27/2021,15,7/30/1957,67,0,Dismissal,11,17,15,21062.25,113.85,0
12117,AIDE,INTERVENT,Support Staff,8,100,District Office,4650,Temp HCM Department,185,3804,80,11/16/2006,12/28/2008,2,5/25/1983,41,0,Another Position in Education ,6,18,2,10422.9,56.34,0
12118,AIDE,KIND,Support Staff,8,32,Loris Elementary,4650,Temp HCM Department,185,3699,30,9/18/2007,4/25/2024,17,7/21/1971,53,0,Active,1,103,8,23530.15,127.19,1
12119,AIDE,SPECED,Support Staff,8,182,Therapeutic Learning Center,4650,Temp HCM Department,185,4095,50,11/11/2010,10/14/2018,8,3/29/1962,62,0,Retire,3,17,26,24683.625,133.425,0
12120,AIDE,AUT,Support Staff,8,16,Myrtle Beach Middle,4650,Temp HCM Department,185,6252,20,8/15/2011,2/12/2024,13,6/6/1958,66,0,Leaving Profession,5,104,1,19300.125,104.325,0
12121,AIDE,SPECED,Support Staff,8,21,Daisy Elementary,4650,Temp HCM Department,185,4067,30,9/21/2011,2/18/2024,13,3/6/1985,39,0,Unknown,4,103,7,24808.5,134.1,0
12122,AIDE,SPECED,Support Staff,8,46,Forestbrook Elementary,4650,Temp HCM Department,185,4095,30,11/1/2011,3/7/2024,13,11/11/1988,36,0,Dismissal,11,103,5,21964.125,118.725,0
12123,AIDE,AUT,Support Staff,8,13,Whittemore Park Middle,4650,Temp HCM Department,185,6252,20,3/2/2012,4/25/2024,12,6/17/1960,64,0,Active,1,103,15,28305,153,1
12124,AIDE,SPECED,Support Staff,8,63,Burgess Elementary,4650,Temp HCM Department,185,4095,30,8/1/2012,2/27/2017,5,1/10/1972,52,0,Unknown,4,17,16,21367.5,115.5,0
12125,AIDE,SPECED,Support Staff,8,25,Homewood Elementary,4650,Temp HCM Department,185,4067,30,12/1/2015,12/22/2022,7,3/12/1980,44,0,Death,2,2,0,28471.5,153.9,0
12126,AIDE,CAREERS,Support Staff,8,2,North Myrtle Beach High,4650,Temp HCM Department,185,6268,10,8/6/2016,11/29/2021,5,2/28/1989,35,0,Unknown,4,104,6,19865.3,107.38,0
12127,ASSTPRIN,I,Assistant Principals,3,37,North Myrtle Beach Middle,4650,Temp HCM Department,210,5768,20,8/18/1997,12/30/2019,22,12/17/1963,61,1,Retire,3,33,25,76594.064,364.7336381,0
12128,BOOKKPR,III,Support Staff,8,100,District Office,4650,Temp HCM Department,240,3924,80,9/1/1970,6/30/2009,39,12/2/1937,87,0,Retire,3,22,27,44712,186.3,0
12129,BOOKKPR,III,Support Staff,8,30,St. James Elementary,4650,Temp HCM Department,240,5215,30,7/1/2005,6/30/2016,11,1/23/1956,68,0,Unknown,4,22,28,46983.24,195.7635,0
12130,BUSAIDE,MINI-BUS,Support Staff,8,100,District Office,4650,Temp HCM Department,180,4021,80,11/2/1987,10/23/2009,22,8/2/1959,65,0,Retire,3,17,27,30730.05,170.7225,0
12131,BUSDRIV,MID-DAY,Bus Drivers,9,100,District Office,4650,Temp HCM Department,180,3563,80,8/30/2004,8/28/2009,5,4/16/1967,57,0,Retire,3,103,13,18441,102.45,0
12132,BUSDRIV,MID-DAY,Bus Drivers,9,100,District Office,4650,Temp HCM Department,180,3562,80,11/1/1999,4/4/2011,12,10/17/1973,51,0,Health Issues ,10,103,11,18950.4,105.28,0
12133,BUSDRIV,MID-DAY,Bus Drivers,9,100,District Office,4650,Temp HCM Department,180,3562,80,3/12/1990,12/2/2011,21,6/27/1952,72,0,Retire,3,103,22,22176,123.2,0
12134,BUSDRIV,MID-DAY,Bus Drivers,9,100,District Office,4650,Temp HCM Department,180,3765,80,8/24/1998,2/7/2023,25,9/13/1972,52,0,Unknown,4,103,10,26020.8,144.56,0
12135,BUSDRIV,MID-DAY,Bus Drivers,9,100,District Office,4650,Temp HCM Department,180,3563,80,11/27/2000,8/31/2007,7,4/25/1947,77,0,Retire,3,103,22,19818.474,110.1026333,0
12136,BUSDRIV,MID-DAY,Bus Drivers,9,100,District Office,4650,Temp HCM Department,180,3562,80,12/14/1987,2/24/2012,25,4/25/1959,65,0,Retire,3,103,24,22723.2,126.24,0
12137,BUSDRIV,MID-DAY,Bus Drivers,9,100,District Office,4650,Temp HCM Department,180,3562,80,9/24/2001,6/30/2011,10,9/15/1949,75,0,Retire,3,103,18,20649.6,114.72,0
12138,BUSDRIV,MID-DAY,Bus Drivers,9,374,Conway Area Bus,4650,Temp HCM Department,180,4107,60,12/10/1993,12/3/2010,17,5/18/1955,69,0,Retire,3,103,18,20649.6,114.72,0
12139,BUSDRIV,MID-DAY,Bus Drivers,9,100,District Office,4650,Temp HCM Department,180,3562,80,9/7/1999,5/24/2011,12,5/15/1964,60,0,Health Issues ,10,103,15,19915.2,110.64,0
12140,BUSDRIV,MID-DAY,Bus Drivers,9,100,District Office,4650,Temp HCM Department,180,3562,80,1/18/2001,9/25/2007,6,12/17/1963,61,0,Retire,3,103,12,18699.936,103.8885333,0
12141,BUSDRIV,MID-DAY,Bus Drivers,9,100,District Office,4650,Temp HCM Department,180,3563,80,8/28/2003,5/31/2008,5,2/16/1947,77,0,Retire,3,103,14,17977.49,99.87494444,0
12142,BUSDRIV,MID-DAY,Bus Drivers,9,100,District Office,4650,Temp HCM Department,180,3563,80,10/11/2005,10/31/2008,3,9/28/1974,50,0,Retire,3,103,4,16510.5,91.725,0
12143,BUSDRIV,MID-DAY,Bus Drivers,9,100,District Office,4650,Temp HCM Department,180,3563,80,10/25/2005,10/16/2007,2,2/2/1945,79,0,Retire,3,103,26,20822.647,115.6813722,0
12144,BUSDRIV,MID-DAY,Bus Drivers,9,100,District Office,4650,Temp HCM Department,180,3563,80,1/2/2006,2/4/2010,4,7/27/1955,69,0,Retire,3,103,3,16308,90.6,0
12145,BUSDRIV,MID-DAY,Bus Drivers,9,100,District Office,4650,Temp HCM Department,180,3563,80,2/6/2006,5/15/2008,2,12/9/1955,69,0,Retire,3,103,11,17321.988,96.23326667,0
12146,BUSDRIV,MID-DAY,Bus Drivers,9,100,District Office,4650,Temp HCM Department,180,3563,80,2/6/2006,11/4/2008,2,5/11/1934,90,0,Death,2,103,22,20587.5,114.375,0
12147,BUSDRIV,MID-DAY,Bus Drivers,9,100,District Office,4650,Temp HCM Department,180,3562,80,1/2/2007,2/2/2011,4,2/21/1949,75,0,Retire,3,103,24,22233.6,123.52,0
12148,BUSDRIV,MID-DAY,Bus Drivers,9,100,District Office,4650,Temp HCM Department,180,4177,80,6/18/2007,6/6/2011,4,12/20/1941,83,0,Health Issues ,10,103,15,14936.4,82.98,0
12149,BUSDRIV,MID-DAY,Bus Drivers,9,100,District Office,4650,Temp HCM Department,180,3563,80,7/16/2007,6/30/2011,4,7/23/1954,70,0,Health Issues ,10,103,14,18441,102.45,0
12150,BUSDRIV,MID-DAY,Bus Drivers,9,100,District Office,4650,Temp HCM Department,180,3563,80,9/3/2007,1/20/2010,3,10/4/1962,62,0,Health Issues ,10,103,13,18211.5,101.175,0
12151,BUSDRIV,MID-DAY,Bus Drivers,9,100,District Office,4650,Temp HCM Department,180,3563,80,6/16/2008,6/30/2009,1,2/15/1950,74,0,Health Issues ,10,103,13,18441,102.45,0
12152,BUSDRIV,MID-DAY,Bus Drivers,9,100,District Office,4650,Temp HCM Department,180,4479,80,11/10/2008,3/20/2024,16,8/1/1970,54,0,Unknown,4,104,14,29188.8,162.16,0
12153,BUSDRIV,MID-DAY,Bus Drivers,9,100,District Office,4650,Temp HCM Department,180,3765,80,3/8/2010,2/7/2023,13,12/18/1969,55,0,Health Issues ,10,103,13,27460.8,152.56,0
12154,BUSDRIV,MID-DAY,Bus Drivers,9,373,Carolina Forest Area Bus,4650,Temp HCM Department,180,3563,60,10/15/2012,6/27/2021,9,9/28/1965,59,0,Health Issues ,10,103,22,22558.5,125.325,0
12155,BUSDRIV,MID-DAY,Bus Drivers,9,377,Myrtle Beach Area Bus,4650,Temp HCM Department,180,4479,60,1/11/2013,12/30/2018,5,2/14/1957,67,0,Unknown,4,104,16,23616,131.2,0
12156,BUSDRIV,MID-DAY,Bus Drivers,9,377,Myrtle Beach Area Bus,4650,Temp HCM Department,180,4479,60,12/7/2015,9/28/2022,7,1/30/1957,67,0,Health Issues ,10,105,25,35798.4,198.88,0
12157,BUSDRIV,MID-DAY,Bus Drivers,9,100,District Office,4650,Temp HCM Department,180,3563,80,9/12/2016,2/7/2023,7,6/1/1976,48,0,Health Issues ,10,103,4,21910.5,121.725,0
12158,BUSDRIV,MID-DAY,Bus Drivers,9,100,District Office,4650,Temp HCM Department,180,3563,80,7/10/2017,12/12/2022,5,4/3/1953,71,0,Unknown,4,103,14,26203.5,145.575,0
12159,BUSDRIV,MID-DAY,Bus Drivers,9,100,District Office,4650,Temp HCM Department,180,3563,80,7/10/2017,2/7/2023,6,5/30/1952,72,0,Family Reasons ,7,103,10,24394.5,135.525,0
12160,BUSDRIV,MID-DAY,Bus Drivers,9,100,District Office,4650,Temp HCM Department,180,3562,80,9/12/2017,5/25/2023,6,4/22/1970,54,0,Unknown,4,103,8,21961.8,122.01,0
12161,BUSDRIV,MID-DAY,Bus Drivers,9,373,Carolina Forest Area Bus,4650,Temp HCM Department,180,3563,60,11/6/2017,8/20/2023,6,11/9/1970,54,0,Unknown,4,103,6,19723.5,109.575,0
12162,BUSDRIV,BUS ONLY,Bus Drivers,9,373,Carolina Forest Area Bus,4650,Temp HCM Department,180,6005,60,3/5/2018,6/27/2021,3,6/22/1964,60,0,Health Issues ,10,103,18,20109.6,111.72,0
12163,BUSDRIV,MID-DAY,Bus Drivers,9,379,Socastee Area Bus,4650,Temp HCM Department,180,4479,60,9/21/2020,4/25/2024,4,4/7/1973,51,0,Active,1,104,11,26524.8,147.36,1
12164,BUSSUPVP,II,Bus Drivers,9,100,District Office,4650,Temp HCM Department,220,6401,80,8/24/1998,8/31/2022,24,1/26/1965,59,1,Retire,3,115,23,64398.4,292.72,0
12165,CAFETERIA,OPERATOR,Food Service,5,100,District Office,4650,Temp HCM Department,183,4182,80,8/20/1998,3/17/2011,13,7/9/1953,71,0,Retire,3,15,24,18779.46,102.62,0
12166,CAFETERIA,WRKR,Food Service,5,100,District Office,4650,Temp HCM Department,183,3589,80,1/5/1997,10/14/2009,12,7/15/1957,67,0,Retire,3,15,14,17024.49,93.03,0
12167,CAFETERIA,ASSTMGR,Food Service,5,100,District Office,4650,Temp HCM Department,183,3706,80,8/18/1995,7/27/2009,14,3/12/1967,57,0,Retire,3,16,20,21784.32,119.04,0
12168,CAFETERIA,ASSTMGR,Food Service,5,100,District Office,4650,Temp HCM Department,183,4198,80,2/16/1989,1/31/2012,23,8/24/1955,69,0,Retire,3,16,28,23980.32,131.04,0
12169,CAFETERIA,ASSTMGR,Food Service,5,100,District Office,4650,Temp HCM Department,183,3706,80,10/10/2000,12/1/2008,8,8/29/1954,70,0,Retire,3,16,19,21520.8,117.6,0
12170,CAFETERIA,WRKR,Food Service,5,100,District Office,4650,Temp HCM Department,183,4176,80,8/23/2004,10/31/2010,6,11/3/1970,54,0,Dismissal,11,15,19,19036.575,104.025,0
12171,CAFETERIA,OPERATOR,Food Service,5,57,Aynor Middle,4650,Temp HCM Department,183,4182,20,8/17/2000,11/30/2019,19,8/25/1957,67,0,Retire,3,15,31,21846.686,119.3807978,0
12172,CAFETERIA,OPERATOR,Food Service,5,100,District Office,4650,Temp HCM Department,183,4182,80,2/4/2003,10/10/2011,8,7/12/1950,74,0,Health Issues ,10,15,28,19791.45,108.15,0
12173,CAFETERIA,WRKR,Food Service,5,100,District Office,4650,Temp HCM Department,183,3589,80,7/1/2000,3/5/2008,8,8/15/1946,78,0,Retire,3,15,27,18267.06,99.82,0
12174,CAFETERIA,ASSTMGR,Food Service,5,74,Myrtle Beach Elementary,4650,Temp HCM Department,183,3375,30,10/30/1978,7/21/2008,30,11/10/1932,92,0,Health Issues ,10,16,27,20765.01,113.47,0
12175,CAFETERIA,OPERATOR,Food Service,5,100,District Office,4650,Temp HCM Department,183,4182,80,9/26/2005,1/27/2012,7,8/21/1954,70,0,Retire,3,15,17,17767.47,97.09,0
12176,CAFETERIA,MGR,Food Service,5,10,Myrtle Beach High,4650,Temp HCM Department,190,6448,10,11/25/2005,8/10/2023,18,7/17/1972,52,0,Unknown,4,107,28,46040.8,242.32,0
12177,CAFETERIA,WRKR,Food Service,5,62,Black Water Middle,4650,Temp HCM Department,183,5202,20,3/23/2007,4/3/2019,12,10/7/1963,61,0,Retire,3,15,19,19832.625,108.375,0
12178,CAFETERIA,ASSTMGR,Food Service,5,30,St. James Elementary,4650,Temp HCM Department,188,4198,30,11/19/2009,3/7/2024,15,11/16/1978,46,0,Dismissal,11,102,2,23204.4,123.4276596,0
12179,CAFETERIA,ASSTMGR,Food Service,5,33,Midland Elementary,4650,Temp HCM Department,183,5286,30,2/7/2012,3/21/2017,5,10/10/1982,42,0,Health Issues ,10,16,3,15948.45,87.15,0
12180,CAFETERIA,OPERATOR,Food Service,5,54,Socastee Elementary,4650,Temp HCM Department,185,4182,30,8/6/2020,3/7/2024,4,1/14/1967,57,0,Dismissal,11,101,11,22532.79,121.7988649,0
12181,CAFETERIA,OPERATOR,Food Service,5,32,Loris Elementary,4650,Temp HCM Department,185,4182,30,10/13/2021,4/25/2024,3,1/5/1991,33,0,Active,1,101,6,21017.85,113.61,1
12182,CAFETERIA,OPERATOR,Food Service,5,32,Loris Elementary,4650,Temp HCM Department,185,4182,30,3/14/2023,4/25/2024,1,3/29/1985,39,0,Active,1,101,6,21017.85,113.61,1
12183,CLERK,V,Support Staff,8,100,District Office,4650,Temp HCM Department,240,5742,80,10/24/2005,3/3/2019,14,1/19/1962,62,0,Retire,3,21,23,39708,165.45,0
12184,CLERK,II,Support Staff,8,100,District Office,4650,Temp HCM Department,220,5834,80,8/17/2009,12/30/2020,11,2/3/1953,71,0,Health Issues ,10,18,29,33440.537,152.0024409,0
12185,CUST,I,Custodians,4,100,District Office,4650,Temp HCM Department,190,4137,80,4/7/1999,10/12/2011,12,9/28/1961,63,0,Dismissal,11,15,28,23484,123.6,0
12186,CUST,I,Custodians,4,100,District Office,4650,Temp HCM Department,190,4137,80,8/9/2000,10/21/2010,10,9/25/1958,66,0,Dismissal,11,15,26,22754.4,119.76,0
12187,CUST,II,Custodians,4,100,District Office,4650,Temp HCM Department,190,3803,80,8/20/2004,11/13/2008,4,5/21/1967,57,0,Retire,3,15,15,20428.8,107.52,0
12188,CUST,I,Custodians,4,100,District Office,4650,Temp HCM Department,240,4283,80,2/27/1996,4/6/2011,15,5/9/1961,63,0,Retire,3,15,17,26073.6,108.64,0
12189,CUST,I,Custodians,4,100,District Office,4650,Temp HCM Department,190,5299,80,8/23/1993,11/30/2020,27,11/17/1958,66,0,Retire,3,15,28,24434.304,128.6016,0
12190,CUST,IV,Custodians,4,33,Midland Elementary,4650,Temp HCM Department,240,5751,30,1/17/1996,6/30/2019,23,6/13/1957,67,0,Retire,3,17,30,36748.8,153.12,0
12191,CUST,I,Custodians,4,100,District Office,4650,Temp HCM Department,220,4283,80,7/22/1987,6/29/2012,25,2/6/1949,75,0,Retire,3,15,27,27192,123.6,0
12192,CUST,IV,Custodians,4,100,District Office,4650,Temp HCM Department,240,3780,80,7/1/1999,9/1/2008,9,10/19/1944,80,0,Retire,3,18,27,36307.2,151.28,0
12193,CUST,I,Custodians,4,100,District Office,4650,Temp HCM Department,190,4029,80,12/5/1977,3/4/2010,33,11/24/1937,87,0,Retire,3,15,27,11628,61.2,0
12194,CUST,I,Custodians,4,100,District Office,4650,Temp HCM Department,240,4435,80,5/26/2005,1/18/2012,7,5/4/1957,67,0,Retire,3,15,11,21823.2,90.93,0
12195,CUST,I,Custodians,4,100,District Office,4650,Temp HCM Department,190,4042,80,12/3/2007,3/1/2010,3,4/23/1952,72,0,Retire,3,15,12,19760,104,0
12196,CUST,I,Custodians,4,49,Carolina Forest Elementary,4650,Temp HCM Department,190,4137,30,9/20/2007,4/25/2024,17,7/17/1973,51,0,Unknown,4,15,6,18711.2,98.48,0
12197,CUST,I,Custodians,4,100,District Office,4650,Temp HCM Department,190,4137,80,4/22/2008,3/4/2018,10,8/15/1955,69,0,Retire,3,15,29,24922.99,131.1736316,0
12198,CUST,I,Custodians,4,100,District Office,4650,Temp HCM Department,195,5207,80,4/14/2010,4/1/2023,13,6/5/1964,60,0,Retire,3,101,10,24694.8,126.64,0
12199,CUST,IV,Custodians,4,14,Aynor Elementary,4650,Temp HCM Department,240,3780,30,5/16/2011,10/3/2023,12,11/3/1971,53,0,Health Issues ,10,104,15,40838.4,170.16,0
12200,CUST,I,Custodians,4,13,Whittemore Park Middle,4650,Temp HCM Department,190,5299,20,8/22/2012,10/30/2016,4,12/28/1962,62,0,Unknown,4,15,21,22450.4,118.16,0
12201,CUST,ASSTMGR,Custodians,4,100,District Office,4650,Temp HCM Department,220,6450,80,11/25/2014,2/7/2023,9,9/22/1968,56,0,Health Issues ,10,102,15,31838.4,144.72,0
12202,CUST,I,Custodians,4,100,District Office,4650,Temp HCM Department,190,4137,80,11/10/2017,9/10/2023,6,2/19/1976,48,0,Health Issues ,10,101,6,22420,118,0
12203,CUST,I,Custodians,4,100,District Office,4650,Temp HCM Department,190,4137,80,1/24/2018,8/13/2019,1,1/22/1959,65,0,Health Issues ,10,15,5,18863.2,99.28,0
12204,CUST,I,Custodians,4,100,District Office,4650,Temp HCM Department,190,4137,80,3/7/2018,2/16/2023,5,2/1/1962,62,0,Unknown,4,101,16,26767.2,140.88,0
